"","id","time","status","bat.level","easy.time","day","hour","minute","second"
"832",832,1518784902067,1,97,2018-02-16 07:41:42,16,7,41,42.066999912262
"833",833,1518784918406,1,97,2018-02-16 07:41:58,16,7,41,58.4059998989105
"834",834,1518784978318,1,97,2018-02-16 07:42:58,16,7,42,58.3180000782013
"835",835,1518785038357,1,97,2018-02-16 07:43:58,16,7,43,58.3570001125336
"836",836,1518785098383,1,97,2018-02-16 07:44:58,16,7,44,58.3829998970032
"837",837,1518785148244,1,96,2018-02-16 07:45:48,16,7,45,48.2439999580383
"838",838,1518785158358,1,96,2018-02-16 07:45:58,16,7,45,58.3580000400543
"839",839,1518785218346,1,96,2018-02-16 07:46:58,16,7,46,58.345999956131
"840",840,1518785278383,1,96,2018-02-16 07:47:58,16,7,47,58.3829998970032
"841",841,1518785338330,1,96,2018-02-16 07:48:58,16,7,48,58.3299999237061
"842",842,1518785398367,1,96,2018-02-16 07:49:58,16,7,49,58.3670001029968
"843",843,1518785458376,1,96,2018-02-16 07:50:58,16,7,50,58.3759999275208
"844",844,1518785518376,1,96,2018-02-16 07:51:58,16,7,51,58.3759999275208
"845",845,1518785578324,1,96,2018-02-16 07:52:58,16,7,52,58.3239998817444
"846",846,1518785638331,1,96,2018-02-16 07:53:58,16,7,53,58.3310000896454
"847",847,1518785698386,1,96,2018-02-16 07:54:58,16,7,54,58.385999917984
"848",848,1518785758359,1,96,2018-02-16 07:55:58,16,7,55,58.3589999675751
"849",849,1518785758359,1,96,2018-02-16 07:55:58,16,7,55,58.3589999675751
"850",850,1518785818388,1,96,2018-02-16 07:56:58,16,7,56,58.3880000114441
"851",851,1518785878383,1,96,2018-02-16 07:57:58,16,7,57,58.3829998970032
"852",852,1518785938345,1,96,2018-02-16 07:58:58,16,7,58,58.3450000286102
"853",853,1518785998341,1,96,2018-02-16 07:59:58,16,7,59,58.3410000801086
"854",854,1518786058327,1,96,2018-02-16 08:00:58,16,8,0,58.3269999027252
"855",855,1518786118314,1,96,2018-02-16 08:01:58,16,8,1,58.3139998912811
"856",856,1518786152562,1,95,2018-02-16 08:02:32,16,8,2,32.5620000362396
"857",857,1518786178310,1,95,2018-02-16 08:02:58,16,8,2,58.3099999427795
"858",858,1518786238308,1,95,2018-02-16 08:03:58,16,8,3,58.308000087738
"859",859,1518786298338,1,95,2018-02-16 08:04:58,16,8,4,58.3380000591278
"860",860,1518786358367,1,95,2018-02-16 08:05:58,16,8,5,58.3670001029968
"861",861,1518786418324,1,95,2018-02-16 08:06:58,16,8,6,58.3239998817444
"862",862,1518786478278,1,95,2018-02-16 08:07:58,16,8,7,58.2780001163483
"863",863,1518786538338,1,95,2018-02-16 08:08:58,16,8,8,58.3380000591278
"864",864,1518786598326,1,95,2018-02-16 08:09:58,16,8,9,58.3259999752045
"865",865,1518786658376,1,95,2018-02-16 08:10:58,16,8,10,58.3759999275208
"866",866,1518786658376,1,95,2018-02-16 08:10:58,16,8,10,58.3759999275208
"867",867,1518786718369,1,95,2018-02-16 08:11:58,16,8,11,58.3689999580383
"868",868,1518786778335,1,95,2018-02-16 08:12:58,16,8,12,58.335000038147
"869",869,1518786838373,1,95,2018-02-16 08:13:58,16,8,13,58.3729999065399
"870",870,1518786898340,1,95,2018-02-16 08:14:58,16,8,14,58.3399999141693
"871",871,1518786958364,1,95,2018-02-16 08:15:58,16,8,15,58.364000082016
"872",872,1518787018330,1,95,2018-02-16 08:16:58,16,8,16,58.3299999237061
"873",873,1518787033806,1,94,2018-02-16 08:17:13,16,8,17,13.805999994278
"874",874,1518787078353,1,94,2018-02-16 08:17:58,16,8,17,58.3529999256134
"875",875,1518787138319,1,94,2018-02-16 08:18:58,16,8,18,58.319000005722
"876",876,1518787198362,1,94,2018-02-16 08:19:58,16,8,19,58.3619999885559
"877",877,1518787258330,1,94,2018-02-16 08:20:58,16,8,20,58.3299999237061
"878",878,1518787318359,1,94,2018-02-16 08:21:58,16,8,21,58.3589999675751
"879",879,1518787378348,1,94,2018-02-16 08:22:58,16,8,22,58.3480000495911
"880",880,1518787438390,1,94,2018-02-16 08:23:58,16,8,23,58.3900001049042
"881",881,1518787498352,1,94,2018-02-16 08:24:58,16,8,24,58.3519999980927
"882",882,1518787558315,1,94,2018-02-16 08:25:58,16,8,25,58.3150000572205
"883",883,1518787558315,1,94,2018-02-16 08:25:58,16,8,25,58.3150000572205
"884",884,1518787587943,1,93,2018-02-16 08:26:27,16,8,26,27.9430000782013
"885",885,1518787618400,1,93,2018-02-16 08:26:58,16,8,26,58.4000000953674
"886",886,1518787678342,1,93,2018-02-16 08:27:58,16,8,27,58.3420000076294
"887",887,1518787738313,1,93,2018-02-16 08:28:58,16,8,28,58.3129999637604
"888",888,1518787798374,1,93,2018-02-16 08:29:58,16,8,29,58.3740000724792
"889",889,1518787858397,1,93,2018-02-16 08:30:58,16,8,30,58.3970000743866
"890",890,1518787918321,1,93,2018-02-16 08:31:58,16,8,31,58.3210000991821
"891",891,1518787978306,1,93,2018-02-16 08:32:58,16,8,32,58.305999994278
"892",892,1518788038364,1,93,2018-02-16 08:33:58,16,8,33,58.364000082016
"893",893,1518788038898,1,92,2018-02-16 08:33:58,16,8,33,58.8980000019073
"894",894,1518788098332,1,92,2018-02-16 08:34:58,16,8,34,58.3320000171661
"895",895,1518788158414,1,92,2018-02-16 08:35:58,16,8,35,58.4140000343323
"896",896,1518788218393,1,92,2018-02-16 08:36:58,16,8,36,58.3929998874664
"897",897,1518788278353,1,92,2018-02-16 08:37:58,16,8,37,58.3529999256134
"898",898,1518788338322,1,92,2018-02-16 08:38:58,16,8,38,58.3220000267029
"899",899,1518788398354,1,92,2018-02-16 08:39:58,16,8,39,58.3540000915527
"900",900,1518788428518,1,91,2018-02-16 08:40:28,16,8,40,28.5179998874664
"901",901,1518788458333,1,91,2018-02-16 08:40:58,16,8,40,58.3329999446869
"902",902,1518788458333,1,91,2018-02-16 08:40:58,16,8,40,58.3329999446869
"903",903,1518788518343,1,91,2018-02-16 08:41:58,16,8,41,58.3429999351501
"904",904,1518788571961,1,90,2018-02-16 08:42:51,16,8,42,51.9609999656677
"905",905,1518788578359,1,90,2018-02-16 08:42:58,16,8,42,58.3589999675751
"906",906,1518788638387,1,90,2018-02-16 08:43:58,16,8,43,58.3870000839233
"907",907,1518788674771,1,89,2018-02-16 08:44:34,16,8,44,34.7709999084473
"908",908,1518788698329,1,89,2018-02-16 08:44:58,16,8,44,58.3289999961853
"909",909,1518788758373,1,89,2018-02-16 08:45:58,16,8,45,58.3729999065399
"910",910,1518788797956,1,88,2018-02-16 08:46:37,16,8,46,37.9560000896454
"911",911,1518788818327,1,88,2018-02-16 08:46:58,16,8,46,58.3269999027252
"912",912,1518788818636,1,87,2018-02-16 08:46:58,16,8,46,58.635999917984
"913",913,1518788878422,1,87,2018-02-16 08:47:58,16,8,47,58.4219999313354
"914",914,1518788938340,1,87,2018-02-16 08:48:58,16,8,48,58.3399999141693
"915",915,1518788983175,1,86,2018-02-16 08:49:43,16,8,49,43.1749999523163
"916",916,1518788998331,1,86,2018-02-16 08:49:58,16,8,49,58.3310000896454
"917",917,1518789058331,1,86,2018-02-16 08:50:58,16,8,50,58.3310000896454
"918",918,1518789065868,1,85,2018-02-16 08:51:05,16,8,51,5.86800003051758
"919",919,1518789118357,1,85,2018-02-16 08:51:58,16,8,51,58.3570001125336
"920",920,1518789168433,1,84,2018-02-16 08:52:48,16,8,52,48.433000087738
"921",921,1518789178372,1,84,2018-02-16 08:52:58,16,8,52,58.3719999790192
"922",922,1518789209538,1,83,2018-02-16 08:53:29,16,8,53,29.5380001068115
"923",923,1518789238364,1,83,2018-02-16 08:53:58,16,8,53,58.364000082016
"924",924,1518789298408,1,83,2018-02-16 08:54:58,16,8,54,58.4079999923706
"925",925,1518789358327,1,83,2018-02-16 08:55:58,16,8,55,58.3269999027252
"926",926,1518789418419,1,83,2018-02-16 08:56:58,16,8,56,58.4189999103546
"927",927,1518789478370,1,83,2018-02-16 08:57:58,16,8,57,58.3699998855591
"928",928,1518789538351,1,83,2018-02-16 08:58:58,16,8,58,58.3510000705719
"929",929,1518789617980,1,83,2018-02-16 09:00:17,16,9,0,17.9800000190735
"930",930,1518789620031,1,82,2018-02-16 09:00:20,16,9,0,20.0309998989105
"931",931,1518789640543,1,81,2018-02-16 09:00:40,16,9,0,40.5429999828339
"932",932,1518789678112,1,81,2018-02-16 09:01:18,16,9,1,18.1119999885559
"933",933,1518789738019,1,81,2018-02-16 09:02:18,16,9,2,18.0190000534058
"934",934,1518789798029,1,81,2018-02-16 09:03:18,16,9,3,18.029000043869
"935",935,1518789837825,1,81,2018-02-16 09:03:57,16,9,3,57.8250000476837
"936",936,1518789846225,1,80,2018-02-16 09:04:06,16,9,4,6.22499990463257
"937",937,1518789850059,1,80,2018-02-16 09:04:10,16,9,4,10.0590000152588
"938",938,1518789910097,1,80,2018-02-16 09:05:10,16,9,5,10.0969998836517
"939",939,1518789970068,1,80,2018-02-16 09:06:10,16,9,6,10.0680000782013
"940",940,1518790030156,1,80,2018-02-16 09:07:10,16,9,7,10.1559998989105
"941",941,1518790090139,1,80,2018-02-16 09:08:10,16,9,8,10.1389999389648
"942",942,1518790150078,1,80,2018-02-16 09:09:10,16,9,9,10.0780000686646
"943",943,1518790210146,1,80,2018-02-16 09:10:10,16,9,10,10.1459999084473
"944",944,1518790270087,1,80,2018-02-16 09:11:10,16,9,11,10.0869998931885
"945",945,1518790330076,1,80,2018-02-16 09:12:10,16,9,12,10.0759999752045
"946",946,1518790390088,1,80,2018-02-16 09:13:10,16,9,13,10.0880000591278
"947",947,1518790450070,1,80,2018-02-16 09:14:10,16,9,14,10.0699999332428
"948",948,1518790510134,1,80,2018-02-16 09:15:10,16,9,15,10.1340000629425
"949",949,1518790570094,1,80,2018-02-16 09:16:10,16,9,16,10.0940001010895
"950",950,1518790630056,1,80,2018-02-16 09:17:10,16,9,17,10.055999994278
"951",951,1518790690116,1,80,2018-02-16 09:18:10,16,9,18,10.1159999370575
"952",952,1518790706909,1,79,2018-02-16 09:18:26,16,9,18,26.9089999198914
"953",953,1518790750094,1,79,2018-02-16 09:19:10,16,9,19,10.0940001010895
"954",954,1518790810145,1,79,2018-02-16 09:20:10,16,9,20,10.1449999809265
"955",955,1518790870086,1,79,2018-02-16 09:21:10,16,9,21,10.0859999656677
"956",956,1518790871095,1,78,2018-02-16 09:21:11,16,9,21,11.0950000286102
"957",957,1518790930061,1,78,2018-02-16 09:22:10,16,9,22,10.0610001087189
"958",958,1518790990087,1,78,2018-02-16 09:23:10,16,9,23,10.0869998931885
"959",959,1518791050041,1,78,2018-02-16 09:24:10,16,9,24,10.0409998893738
"960",960,1518791110083,1,78,2018-02-16 09:25:10,16,9,25,10.0829999446869
"961",961,1518791170072,1,78,2018-02-16 09:26:10,16,9,26,10.0720000267029
"962",962,1518791230041,1,78,2018-02-16 09:27:10,16,9,27,10.0409998893738
"963",963,1518791282115,1,77,2018-02-16 09:28:02,16,9,28,2.11500000953674
"964",964,1518791290118,1,77,2018-02-16 09:28:10,16,9,28,10.1180000305176
"965",965,1518791350109,1,77,2018-02-16 09:29:10,16,9,29,10.1089999675751
"966",966,1518791410047,1,77,2018-02-16 09:30:10,16,9,30,10.0469999313354
"967",967,1518791470048,1,77,2018-02-16 09:31:10,16,9,31,10.0480000972748
"968",968,1518791530118,1,77,2018-02-16 09:32:10,16,9,32,10.1180000305176
"969",969,1518791590070,1,77,2018-02-16 09:33:10,16,9,33,10.0699999332428
"970",970,1518791650066,1,77,2018-02-16 09:34:10,16,9,34,10.0659999847412
"971",971,1518791710098,1,77,2018-02-16 09:35:10,16,9,35,10.0980000495911
"972",972,1518791770113,1,77,2018-02-16 09:36:10,16,9,36,10.1129999160767
"973",973,1518791830062,1,77,2018-02-16 09:37:10,16,9,37,10.0620000362396
"974",974,1518791890057,1,77,2018-02-16 09:38:10,16,9,38,10.0569999217987
"975",975,1518791950041,1,77,2018-02-16 09:39:10,16,9,39,10.0409998893738
"976",976,1518792010026,1,77,2018-02-16 09:40:10,16,9,40,10.0260000228882
"977",977,1518792070061,1,77,2018-02-16 09:41:10,16,9,41,10.0610001087189
"978",978,1518792101975,1,76,2018-02-16 09:41:41,16,9,41,41.9749999046326
"979",979,1518792130046,1,76,2018-02-16 09:42:10,16,9,42,10.0460000038147
"980",980,1518792190051,1,76,2018-02-16 09:43:10,16,9,43,10.0510001182556
"981",981,1518792250017,1,76,2018-02-16 09:44:10,16,9,44,10.0169999599457
"982",982,1518792310011,1,76,2018-02-16 09:45:10,16,9,45,10.010999917984
"983",983,1518792370105,1,76,2018-02-16 09:46:10,16,9,46,10.1050000190735
"984",984,1518792430098,1,76,2018-02-16 09:47:10,16,9,47,10.0980000495911
"985",985,1518792490091,1,76,2018-02-16 09:48:10,16,9,48,10.0910000801086
"986",986,1518792490091,1,76,2018-02-16 09:48:10,16,9,48,10.0910000801086
"987",987,1518792550053,1,76,2018-02-16 09:49:10,16,9,49,10.0529999732971
"988",988,1518792610081,1,76,2018-02-16 09:50:10,16,9,50,10.0810000896454
"989",989,1518792670131,1,76,2018-02-16 09:51:10,16,9,51,10.1310000419617
"990",990,1518792730146,1,76,2018-02-16 09:52:10,16,9,52,10.1459999084473
"991",991,1518792778356,1,75,2018-02-16 09:52:58,16,9,52,58.3559999465942
"992",992,1518792790074,1,75,2018-02-16 09:53:10,16,9,53,10.0739998817444
"993",993,1518792850071,1,75,2018-02-16 09:54:10,16,9,54,10.0710000991821
"994",994,1518792910073,1,75,2018-02-16 09:55:10,16,9,55,10.0729999542236
"995",995,1518821207195,1,28,2018-02-16 17:46:47,16,17,46,47.1949999332428
"996",996,1518821215938,1,27,2018-02-16 17:46:55,16,17,46,55.9379999637604
"997",997,1518821236520,1,26,2018-02-16 17:47:16,16,17,47,16.5199999809265
"998",998,1518821257142,1,25,2018-02-16 17:47:37,16,17,47,37.1419999599457
"999",999,1518821267212,1,25,2018-02-16 17:47:47,16,17,47,47.2119998931885
"1000",1000,1518821277653,1,24,2018-02-16 17:47:57,16,17,47,57.6530001163483
"1001",1001,1518821298362,1,23,2018-02-16 17:48:18,16,17,48,18.3619999885559
"1002",1002,1518821318792,1,22,2018-02-16 17:48:38,16,17,48,38.7920000553131
"1003",1003,1518821327211,1,22,2018-02-16 17:48:47,16,17,48,47.2109999656677
"1004",1004,1518821387210,1,22,2018-02-16 17:49:47,16,17,49,47.210000038147
"1005",1005,1518821447239,1,22,2018-02-16 17:50:47,16,17,50,47.239000082016
"1006",1006,1518821483484,1,21,2018-02-16 17:51:23,16,17,51,23.4839999675751
"1007",1007,1518821507240,1,21,2018-02-16 17:51:47,16,17,51,47.2400000095367
"1008",1008,1518821565838,1,20,2018-02-16 17:52:45,16,17,52,45.8380000591278
"1009",1009,1518821567239,1,20,2018-02-16 17:52:47,16,17,52,47.239000082016
"1010",1010,1518821586383,1,19,2018-02-16 17:53:06,16,17,53,6.38299989700317
"1011",1011,1518821607038,1,18,2018-02-16 17:53:27,16,17,53,27.0380001068115
"1012",1012,1518821627238,1,18,2018-02-16 17:53:47,16,17,53,47.2379999160767
"1013",1013,1518821687245,1,18,2018-02-16 17:54:47,16,17,54,47.2449998855591
"1014",1014,1518821730517,1,17,2018-02-16 17:55:30,16,17,55,30.5169999599457
"1015",1015,1518821747216,1,17,2018-02-16 17:55:47,16,17,55,47.2160000801086
"1016",1016,1518821751102,1,16,2018-02-16 17:55:51,16,17,55,51.1019999980927
"1017",1017,1518821771774,1,15,2018-02-16 17:56:11,16,17,56,11.7739999294281
"1018",1018,1518821792379,1,14,2018-02-16 17:56:32,16,17,56,32.3789999485016
"1019",1019,1518821807218,1,14,2018-02-16 17:56:47,16,17,56,47.2179999351501
"1020",1020,1518821833431,1,13,2018-02-16 17:57:13,16,17,57,13.430999994278
"1021",1021,1518821867243,1,13,2018-02-16 17:57:47,16,17,57,47.2430000305176
"1022",1022,1518821874569,1,12,2018-02-16 17:57:54,16,17,57,54.569000005722
"1023",1023,1518821895171,1,11,2018-02-16 17:58:15,16,17,58,15.1710000038147
"1024",1024,1518821927219,1,11,2018-02-16 17:58:47,16,17,58,47.2190001010895
"1025",1025,1518821936468,1,10,2018-02-16 17:58:56,16,17,58,56.4679999351501
"1026",1026,1518821957028,1,9,2018-02-16 17:59:17,16,17,59,17.0280001163483
"1027",1027,1518821977931,1,8,2018-02-16 17:59:37,16,17,59,37.930999994278
"1028",1028,1518821987211,1,8,2018-02-16 17:59:47,16,17,59,47.2109999656677
"1029",1029,1518822047219,1,8,2018-02-16 18:00:47,16,18,0,47.2190001010895
"1030",1030,1518822060510,1,6,2018-02-16 18:01:00,16,18,1,0.509999990463257
"1031",1031,1518822070498,1,5,2018-02-16 18:01:10,16,18,1,10.4979999065399
"1032",1032,1518822081412,1,4,2018-02-16 18:01:21,16,18,1,21.4119999408722
"1033",1033,1518822102257,1,3,2018-02-16 18:01:42,16,18,1,42.2569999694824
"1034",1034,1518822107267,1,3,2018-02-16 18:01:47,16,18,1,47.2669999599457
"1035",1035,1518822123304,1,2,2018-02-16 18:02:03,16,18,2,3.30399990081787
"1036",1036,1518822143875,1,1,2018-02-16 18:02:23,16,18,2,23.875
"1037",1037,1518822164709,1,0,2018-02-16 18:02:44,16,18,2,44.7090001106262
"1038",1038,1518822167230,1,0,2018-02-16 18:02:47,16,18,2,47.2300000190735
"1039",1039,1518822227220,1,0,2018-02-16 18:03:47,16,18,3,47.2200000286102
"1040",1040,1518822287238,1,0,2018-02-16 18:04:47,16,18,4,47.2379999160767
"1041",1041,1518822347208,1,0,2018-02-16 18:05:47,16,18,5,47.2079999446869
"1042",1042,1518822407266,1,0,2018-02-16 18:06:47,16,18,6,47.2660000324249
"1043",1043,1518822594247,2,10,2018-02-16 18:09:54,16,18,9,54.2469999790192
"1044",1044,1518822599477,2,10,2018-02-16 18:09:59,16,18,9,59.4769999980927
"1045",1045,1518822618835,2,11,2018-02-16 18:10:18,16,18,10,18.835000038147
"1046",1046,1518822659477,2,11,2018-02-16 18:10:59,16,18,10,59.4769999980927
"1047",1047,1518822680496,2,12,2018-02-16 18:11:20,16,18,11,20.4960000514984
"1048",1048,1518822719475,2,12,2018-02-16 18:11:59,16,18,11,59.4749999046326
"1049",1049,1518822763304,2,13,2018-02-16 18:12:43,16,18,12,43.3039999008179
"1050",1050,1518822780460,1,13,2018-02-16 18:13:00,16,18,13,0.460000038146973
"1051",1051,1518822809136,1,12,2018-02-16 18:13:29,16,18,13,29.135999917984
"1052",1052,1518822829730,1,11,2018-02-16 18:13:49,16,18,13,49.7300000190735
"1053",1053,1518822838967,1,10,2018-02-16 18:13:58,16,18,13,58.9670000076294
"1054",1054,1518822839476,2,10,2018-02-16 18:13:59,16,18,13,59.4760000705719
"1055",1055,1518822860057,2,9,2018-02-16 18:14:20,16,18,14,20.0569999217987
"1056",1056,1518822880972,2,10,2018-02-16 18:14:40,16,18,14,40.9719998836517
"1057",1057,1518822899475,2,10,2018-02-16 18:14:59,16,18,14,59.4749999046326
"1058",1058,1518822901813,2,11,2018-02-16 18:15:01,16,18,15,1.81299996376038
"1059",1059,1518822922656,2,12,2018-02-16 18:15:22,16,18,15,22.6559998989105
"1060",1060,1518822943535,2,13,2018-02-16 18:15:43,16,18,15,43.5350000858307
"1061",1061,1518822959469,2,13,2018-02-16 18:15:59,16,18,15,59.4690001010895
"1062",1062,1518822964405,2,14,2018-02-16 18:16:04,16,18,16,4.40499997138977
"1063",1063,1518823019482,2,14,2018-02-16 18:16:59,16,18,16,59.4820001125336
"1064",1064,1518823079484,2,14,2018-02-16 18:17:59,16,18,17,59.4839999675751
"1065",1065,1518823089704,2,15,2018-02-16 18:18:09,16,18,18,9.7039999961853
"1066",1066,1518823128984,2,16,2018-02-16 18:18:48,16,18,18,48.9839999675751
"1067",1067,1518823139501,2,16,2018-02-16 18:18:59,16,18,18,59.5009999275208
"1068",1068,1518823149782,2,15,2018-02-16 18:19:09,16,18,19,9.78200006484985
"1069",1069,1518823199518,2,15,2018-02-16 18:19:59,16,18,19,59.5179998874664
"1070",1070,1518823233241,2,16,2018-02-16 18:20:33,16,18,20,33.2409999370575
"1071",1071,1518823254120,2,18,2018-02-16 18:20:54,16,18,20,54.1199998855591
"1072",1072,1518823259508,2,18,2018-02-16 18:20:59,16,18,20,59.5079998970032
"1073",1073,1518823295908,2,19,2018-02-16 18:21:35,16,18,21,35.9079999923706
"1074",1074,1518823319470,2,19,2018-02-16 18:21:59,16,18,21,59.4700000286102
"1075",1075,1518823337483,2,18,2018-02-16 18:22:17,16,18,22,17.4830000400543
"1076",1076,1518823379474,2,18,2018-02-16 18:22:59,16,18,22,59.4739999771118
"1077",1077,1518823439474,2,18,2018-02-16 18:23:59,16,18,23,59.4739999771118
"1078",1078,1518823462580,2,17,2018-02-16 18:24:22,16,18,24,22.5799999237061
"1079",1079,1518823499475,2,17,2018-02-16 18:24:59,16,18,24,59.4749999046326
"1080",1080,1518823559529,2,17,2018-02-16 18:25:59,16,18,25,59.529000043869
"1081",1081,1518823619489,2,17,2018-02-16 18:26:59,16,18,26,59.489000082016
"1082",1082,1518823679488,2,17,2018-02-16 18:27:59,16,18,27,59.4879999160767
"1083",1083,1518823733755,2,18,2018-02-16 18:28:53,16,18,28,53.7550001144409
"1084",1084,1518823739459,2,18,2018-02-16 18:28:59,16,18,28,59.4590001106262
"1085",1085,1518823799463,2,18,2018-02-16 18:29:59,16,18,29,59.4630000591278
"1086",1086,1518823859492,2,18,2018-02-16 18:30:59,16,18,30,59.4920001029968
"1087",1087,1518823900681,2,19,2018-02-16 18:31:40,16,18,31,40.680999994278
"1088",1088,1518823919493,2,19,2018-02-16 18:31:59,16,18,31,59.4930000305176
"1089",1089,1518823979541,2,19,2018-02-16 18:32:59,16,18,32,59.5409998893738
"1090",1090,1518824039485,2,19,2018-02-16 18:33:59,16,18,33,59.4849998950958
"1091",1091,1518824046881,2,20,2018-02-16 18:34:06,16,18,34,6.88100004196167
"1092",1092,1518824099531,2,20,2018-02-16 18:34:59,16,18,34,59.5309998989105
"1093",1093,1518824159440,2,20,2018-02-16 18:35:59,16,18,35,59.4400000572205
"1094",1094,1518824172114,2,21,2018-02-16 18:36:12,16,18,36,12.114000082016
"1095",1095,1518824219454,2,21,2018-02-16 18:36:59,16,18,36,59.4539999961853
"1096",1096,1518824279476,2,21,2018-02-16 18:37:59,16,18,37,59.4760000705719
"1097",1097,1518824339473,2,21,2018-02-16 18:38:59,16,18,38,59.4730000495911
"1098",1098,1518824399515,2,21,2018-02-16 18:39:59,16,18,39,59.5150001049042
"1099",1099,1518824459533,2,21,2018-02-16 18:40:59,16,18,40,59.5329999923706
"1100",1100,1518824484797,2,22,2018-02-16 18:41:24,16,18,41,24.7969999313354
"1101",1101,1518824519487,2,22,2018-02-16 18:41:59,16,18,41,59.4869999885559
"1102",1102,1518824579457,2,22,2018-02-16 18:42:59,16,18,42,59.4570000171661
"1103",1103,1518824639510,2,22,2018-02-16 18:43:59,16,18,43,59.5099999904633
"1104",1104,1518824672697,2,23,2018-02-16 18:44:32,16,18,44,32.6970000267029
"1105",1105,1518824699430,2,23,2018-02-16 18:44:59,16,18,44,59.4300000667572
"1106",1106,1518824759469,2,23,2018-02-16 18:45:59,16,18,45,59.4690001010895
"1107",1107,1518824819453,2,23,2018-02-16 18:46:59,16,18,46,59.4530000686646
"1108",1108,1518824860250,2,24,2018-02-16 18:47:40,16,18,47,40.25
"1109",1109,1518824879460,2,24,2018-02-16 18:47:59,16,18,47,59.460000038147
"1110",1110,1518824939514,2,24,2018-02-16 18:48:59,16,18,48,59.5139999389648
"1111",1111,1518824999474,2,24,2018-02-16 18:49:59,16,18,49,59.4739999771118
"1112",1112,1518825027294,2,25,2018-02-16 18:50:27,16,18,50,27.2939999103546
"1113",1113,1518825059574,2,25,2018-02-16 18:50:59,16,18,50,59.5739998817444
"1114",1114,1518825119488,2,25,2018-02-16 18:51:59,16,18,51,59.4879999160767
"1115",1115,1518825179487,2,25,2018-02-16 18:52:59,16,18,52,59.4869999885559
"1116",1116,1518825239488,2,25,2018-02-16 18:53:59,16,18,53,59.4879999160767
"1117",1117,1518825256573,2,26,2018-02-16 18:54:16,16,18,54,16.5729999542236
"1118",1118,1518825299514,2,26,2018-02-16 18:54:59,16,18,54,59.5139999389648
"1119",1119,1518825359508,2,26,2018-02-16 18:55:59,16,18,55,59.5079998970032
"1120",1120,1518825419497,2,26,2018-02-16 18:56:59,16,18,56,59.4969999790192
"1121",1121,1518825444335,2,27,2018-02-16 18:57:24,16,18,57,24.335000038147
"1122",1122,1518825479542,2,27,2018-02-16 18:57:59,16,18,57,59.5420000553131
"1123",1123,1518825539566,2,27,2018-02-16 18:58:59,16,18,58,59.5659999847412
"1124",1124,1518825599487,2,27,2018-02-16 18:59:59,16,18,59,59.4869999885559
"1125",1125,1518825632098,2,28,2018-02-16 19:00:32,16,19,0,32.0980000495911
"1126",1126,1518825659542,2,28,2018-02-16 19:00:59,16,19,0,59.5420000553131
"1127",1127,1518825719501,2,28,2018-02-16 19:01:59,16,19,1,59.5009999275208
"1128",1128,1518825778067,2,29,2018-02-16 19:02:58,16,19,2,58.066999912262
"1129",1129,1518825779504,2,29,2018-02-16 19:02:59,16,19,2,59.5039999485016
"1130",1130,1518825839499,2,29,2018-02-16 19:03:59,16,19,3,59.4990000724792
"1131",1131,1518829811511,1,63,2018-02-16 20:10:11,16,20,10,11.510999917984
"1132",1132,1518829871541,1,63,2018-02-16 20:11:11,16,20,11,11.5409998893738
"1133",1133,1518829931614,1,63,2018-02-16 20:12:11,16,20,12,11.614000082016
"1134",1134,1518829959304,1,62,2018-02-16 20:12:39,16,20,12,39.3039999008179
"1135",1135,1518829991539,1,62,2018-02-16 20:13:11,16,20,13,11.5390000343323
"1136",1136,1518830051552,1,62,2018-02-16 20:14:11,16,20,14,11.5520000457764
"1137",1137,1518830111596,1,62,2018-02-16 20:15:11,16,20,15,11.595999956131
"1138",1138,1518830123955,1,61,2018-02-16 20:15:23,16,20,15,23.9549999237061
"1139",1139,1518830171540,1,61,2018-02-16 20:16:11,16,20,16,11.539999961853
"1140",1140,1518830231549,1,61,2018-02-16 20:17:11,16,20,17,11.5490000247955
"1141",1141,1518830291542,1,61,2018-02-16 20:18:11,16,20,18,11.5420000553131
"1142",1142,1518830351518,1,61,2018-02-16 20:19:11,16,20,19,11.5179998874664
"1143",1143,1518830411541,1,61,2018-02-16 20:20:11,16,20,20,11.5409998893738
"1144",1144,1518830451947,1,60,2018-02-16 20:20:51,16,20,20,51.9470000267029
"1145",1145,1518830471545,1,60,2018-02-16 20:21:11,16,20,21,11.5450000762939
"1146",1146,1518830493063,1,58,2018-02-16 20:21:33,16,20,21,33.0629999637604
"1147",1147,1518830531550,1,58,2018-02-16 20:22:11,16,20,22,11.5499999523163
"1148",1148,1518830591591,1,58,2018-02-16 20:23:11,16,20,23,11.5910000801086
"1149",1149,1518830651550,1,58,2018-02-16 20:24:11,16,20,24,11.5499999523163
"1150",1150,1518830657687,1,58,2018-02-16 20:24:17,16,20,24,17.6870000362396
"1151",1151,1518830711552,1,58,2018-02-16 20:25:11,16,20,25,11.5520000457764
"1152",1152,1518830719492,1,57,2018-02-16 20:25:19,16,20,25,19.4920001029968
"1153",1153,1518830771591,1,57,2018-02-16 20:26:11,16,20,26,11.5910000801086
"1154",1154,1518830831552,1,57,2018-02-16 20:27:11,16,20,27,11.5520000457764
"1155",1155,1518830891594,1,57,2018-02-16 20:28:11,16,20,28,11.5940001010895
"1156",1156,1518830951549,1,57,2018-02-16 20:29:11,16,20,29,11.5490000247955
"1157",1157,1518831011613,1,57,2018-02-16 20:30:11,16,20,30,11.6129999160767
